1_двигатель_включен,1_ручной_тормоз,1_фары_включены,1_тип_кузова,1_привод,1_топливо,1_уровень_топлива,1_скоростной_режим,1_скорость,1_угол_поворота,1_дистанция_до_объекта,1_температура_двигателя,1_пробег,2_двигатель_включен,2_ручной_тормоз,2_фары_включены,2_тип_кузова,2_привод,2_топливо,2_уровень_топлива,2_скоростной_режим,2_скорость,2_угол_поворота,2_дистанция_до_объекта,2_температура_двигателя,2_пробег,collision
1,1,0,внедорожник,полный,бензин,высокий,медленно,171.247557096205,-64.65632285723682,5.309649860513648,91.97116910435352,71503.73114697177,1,1,1,хэтчбек,передний,бензин,низкий,быстро,149.77284411213924,41.958067691786994,12.049297935320155,90.96680648790684,40865.40743627833,нет
0,1,0,хэтчбек,полный,гибрид,средний,быстро,94.89188760012755,125.82857415061972,24.581650380260932,88.07668839024113,62250.37920154061,1,1,1,внедорожник,задний,электро,высокий,нормально,166.07856970977693,116.66338591850212,97.48577897556716,86.23340435505578,64756.706884605956,нет
1,0,0,седан,полный,электро,низкий,медленно,85.04781278057361,90.96097579520057,79.78441268835687,84.57412539019184,75507.3204566371,0,1,1,внедорожник,передний,гибрид,средний,медленно,193.8431923391926,-157.60637249446103,160.41573610351176,106.4953573554817,54426.44435613932,нет
0,0,0,седан,задний,гибрид,высокий,нормально,103.92142940397602,143.03961586536383,15.252669745360825,87.51647730725104,38596.64551687162,1,1,1,грузовик,задний,дизель,высокий,медленно,61.51386089614641,-165.07026338326844,91.94525234527511,90.5888360040954,53379.684350993244,нет
1,1,1,внедорожник,передний,дизель,низкий,медленно,175.80359106558535,54.351307616816456,27.73777201341339,97.37798522053707,20693.655329810816,1,1,0,внедорожник,полный,бензин,высокий,медленно,171.247557096205,-64.65632285723682,5.309649860513648,91.97116910435352,71503.73114697177,нет
1,1,1,хэтчбек,полный,бензин,средний,нормально,160.97383365043572,-86.85372159125895,1.496214208921561,91.08012423958169,36335.93915545822,1,1,1,внедорожник,задний,электро,высокий,нормально,166.07856970977693,116.66338591850212,97.48577897556716,86.23340435505578,64756.706884605956,нет
1,1,1,внедорожник,передний,дизель,низкий,медленно,175.80359106558535,54.351307616816456,27.73777201341339,97.37798522053707,20693.655329810816,1,1,1,хэтчбек,передний,бензин,низкий,быстро,149.77284411213924,41.958067691786994,12.049297935320155,90.96680648790684,40865.40743627833,нет
1,1,0,внедорожник,полный,бензин,высокий,медленно,171.247557096205,-64.65632285723682,5.309649860513648,91.97116910435352,71503.73114697177,1,1,1,грузовик,задний,дизель,высокий,медленно,61.51386089614641,-165.07026338326844,91.94525234527511,90.5888360040954,53379.684350993244,нет
0,1,0,грузовик,полный,бензин,низкий,быстро,130.76416413694025,-124.72871511411057,73.18451148849783,96.81487408029363,45195.8370220845,0,0,0,внедорожник,полный,бензин,высокий,медленно,162.20906493810355,44.08022166155388,55.988892891844465,92.32429153847137,33999.407301692176,нет
0,1,0,хэтчбек,полный,гибрид,средний,быстро,94.89188760012755,125.82857415061972,24.581650380260932,88.07668839024113,62250.37920154061,1,1,0,грузовик,передний,бензин,средний,нормально,101.42103252413979,106.65487430188233,26.376775896968326,81.95538617480766,27664.99456107628,нет
0,0,0,седан,задний,гибрид,высокий,нормально,103.92142940397602,143.03961586536383,15.252669745360825,87.51647730725104,38596.64551687162,0,0,1,грузовик,задний,дизель,высокий,быстро,51.80897827509947,-72.88286181136128,2.0976610772873676,83.70539604438586,63221.292942007596,нет
0,1,1,внедорожник,передний,гибрид,средний,медленно,193.8431923391926,-157.60637249446103,160.41573610351176,106.4953573554817,54426.44435613932,1,0,1,седан,полный,гибрид,средний,медленно,100.27659725676644,-161.47069725467918,22.140285132359793,92.39740590309188,37722.303324060966,нет
0,1,0,хэтчбек,задний,бензин,высокий,медленно,118.6484740637366,7.157890702193612,51.159881416980845,95.80634585075188,46864.061801482014,1,1,1,хэтчбек,передний,дизель,высокий,нормально,72.42931093260943,60.3025807416108,28.7182328810937,88.63071309500684,54456.349823095225,нет
1,1,0,внедорожник,задний,электро,низкий,медленно,100.31634031280899,-47.46380344582269,302.09473409274045,89.87127986814713,68588.0530761505,0,0,1,грузовик,задний,дизель,высокий,медленно,107.5996521769532,-15.045597484580043,27.491064010634155,99.72478852318068,22770.018217867942,нет
1,0,0,седан,полный,электро,низкий,медленно,85.04781278057361,90.96097579520057,79.78441268835687,84.57412539019184,75507.3204566371,1,0,1,седан,полный,гибрид,средний,медленно,100.27659725676644,-161.47069725467918,22.140285132359793,92.39740590309188,37722.303324060966,нет
0,0,1,грузовик,задний,дизель,высокий,нормально,45.2400066779435,-72.71406965190471,48.50832484066998,79.62527489304485,89418.3656323496,1,1,0,седан,задний,электро,низкий,медленно,133.91047215301703,18.84051244124484,15.9162040704952,99.026333257207,38222.309995473785,нет
0,1,0,грузовик,полный,бензин,низкий,быстро,130.76416413694025,-124.72871511411057,73.18451148849783,96.81487408029363,45195.8370220845,1,1,0,внедорожник,полный,бензин,высокий,медленно,171.247557096205,-64.65632285723682,5.309649860513648,91.97116910435352,71503.73114697177,нет
1,1,1,хэтчбек,полный,бензин,средний,нормально,160.97383365043572,-86.85372159125895,1.496214208921561,91.08012423958169,36335.93915545822,0,0,1,грузовик,задний,дизель,высокий,медленно,107.5996521769532,-15.045597484580043,27.491064010634155,99.72478852318068,22770.018217867942,нет
0,0,1,грузовик,задний,дизель,высокий,медленно,107.5996521769532,-15.045597484580043,27.491064010634155,99.72478852318068,22770.018217867942,0,0,0,внедорожник,полный,бензин,высокий,медленно,162.20906493810355,44.08022166155388,55.988892891844465,92.32429153847137,33999.407301692176,нет
1,1,0,грузовик,задний,дизель,низкий,быстро,64.69563687915065,-42.437683979477896,61.92249599828609,96.43366707946981,42075.289873477406,1,0,1,седан,полный,гибрид,средний,медленно,100.27659725676644,-161.47069725467918,22.140285132359793,92.39740590309188,37722.303324060966,нет
1,1,1,хэтчбек,передний,дизель,высокий,нормально,72.42931093260943,60.3025807416108,28.7182328810937,88.63071309500684,54456.349823095225,1,0,1,седан,полный,гибрид,средний,медленно,100.27659725676644,-161.47069725467918,22.140285132359793,92.39740590309188,37722.303324060966,нет
0,1,0,грузовик,полный,бензин,низкий,быстро,130.76416413694025,-124.72871511411057,73.18451148849783,96.81487408029363,45195.8370220845,0,0,1,грузовик,задний,дизель,высокий,медленно,107.5996521769532,-15.045597484580043,27.491064010634155,99.72478852318068,22770.018217867942,нет
1,0,1,седан,полный,дизель,низкий,медленно,104.90757142286853,121.14733950588897,10.415236470034873,100.52743407791965,50234.66024408211,0,0,1,грузовик,задний,дизель,высокий,медленно,107.5996521769532,-15.045597484580043,27.491064010634155,99.72478852318068,22770.018217867942,нет
1,1,1,хэтчбек,передний,дизель,высокий,нормально,72.42931093260943,60.3025807416108,28.7182328810937,88.63071309500684,54456.349823095225,1,1,1,грузовик,задний,дизель,высокий,медленно,61.51386089614641,-165.07026338326844,91.94525234527511,90.5888360040954,53379.684350993244,нет
1,1,1,внедорожник,задний,электро,низкий,быстро,196.40749648029862,77.89236844406281,54.035896848415554,101.33143656065562,26969.61527445705,1,1,1,седан,задний,бензин,средний,быстро,92.41832383671098,-155.15586615570686,3.4010909996270486,93.50526409675388,47188.157964978185,нет
0,1,1,внедорожник,передний,гибрид,средний,медленно,193.8431923391926,-157.60637249446103,160.41573610351176,106.4953573554817,54426.44435613932,1,1,1,седан,задний,бензин,средний,быстро,92.41832383671098,-155.15586615570686,3.4010909996270486,93.50526409675388,47188.157964978185,нет
1,1,0,внедорожник,задний,электро,низкий,медленно,100.31634031280899,-47.46380344582269,302.09473409274045,89.87127986814713,68588.0530761505,1,1,1,хэтчбек,полный,бензин,средний,нормально,160.97383365043572,-86.85372159125895,1.496214208921561,91.08012423958169,36335.93915545822,нет
1,0,0,седан,полный,электро,низкий,медленно,85.04781278057361,90.96097579520057,79.78441268835687,84.57412539019184,75507.3204566371,0,0,1,грузовик,задний,дизель,высокий,нормально,45.2400066779435,-72.71406965190471,48.50832484066998,79.62527489304485,89418.3656323496,нет
