1_двигатель_включен,1_ручной_тормоз,1_фары_включены,1_тип_кузова,1_привод,1_топливо,1_уровень_топлива,1_скоростной_режим,2_двигатель_включен,2_ручной_тормоз,2_фары_включены,2_тип_кузова,2_привод,2_топливо,2_уровень_топлива,2_скоростной_режим,collision
0,0,1,грузовик,задний,электро,высокий,быстро,0,1,1,внедорожник,задний,бензин,высокий,быстро,да
1,0,0,грузовик,передний,гибрид,низкий,нормально,1,1,1,седан,полный,дизель,средний,нормально,нет
0,1,1,внедорожник,задний,бензин,высокий,быстро,0,1,0,хэтчбек,передний,электро,средний,нормально,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,1,0,грузовик,передний,гибрид,высокий,медленно,нет
1,1,0,седан,передний,электро,низкий,нормально,1,1,1,седан,полный,дизель,средний,нормально,да
1,0,0,седан,задний,дизель,низкий,нормально,1,0,0,грузовик,задний,электро,средний,нормально,да
1,1,0,седан,передний,электро,средний,быстро,0,1,0,хэтчбек,передний,электро,средний,нормально,да
0,1,1,внедорожник,задний,бензин,высокий,быстро,1,1,1,внедорожник,задний,гибрид,низкий,быстро,да
0,0,0,седан,полный,гибрид,средний,медленно,1,0,0,хэтчбек,передний,электро,высокий,медленно,нет
1,0,0,грузовик,задний,электро,низкий,медленно,0,0,1,грузовик,полный,электро,низкий,быстро,да
0,1,0,грузовик,передний,гибрид,высокий,медленно,1,1,0,хэтчбек,полный,дизель,низкий,медленно,нет
0,0,0,седан,передний,электро,средний,быстро,1,0,0,хэтчбек,передний,электро,высокий,медленно,да
0,1,1,внедорожник,задний,бензин,высокий,быстро,1,1,1,седан,полный,дизель,средний,нормально,нет
1,0,1,внедорожник,полный,дизель,высокий,быстро,1,0,0,хэтчбек,передний,электро,высокий,медленно,нет
0,1,1,грузовик,полный,бензин,средний,быстро,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
1,1,0,седан,передний,электро,низкий,нормально,0,0,1,грузовик,полный,электро,низкий,быстро,нет
0,0,0,хэтчбек,передний,дизель,низкий,нормально,0,1,0,хэтчбек,передний,бензин,низкий,нормально,да
1,0,0,грузовик,задний,электро,низкий,медленно,0,0,0,седан,передний,электро,средний,быстро,нет
0,1,1,внедорожник,полный,гибрид,низкий,медленно,1,1,0,седан,передний,электро,средний,быстро,нет
0,1,1,седан,полный,гибрид,высокий,нормально,0,0,0,внедорожник,полный,гибрид,высокий,быстро,да
0,1,1,внедорожник,полный,гибрид,низкий,медленно,0,0,1,хэтчбек,задний,дизель,низкий,медленно,да
0,1,1,внедорожник,полный,гибрид,низкий,медленно,0,1,1,седан,задний,дизель,средний,медленно,да
0,0,1,хэтчбек,задний,дизель,низкий,медленно,1,1,0,седан,передний,электро,средний,быстро,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,0,1,грузовик,задний,электро,высокий,быстро,нет
0,1,1,грузовик,полный,бензин,средний,быстро,1,1,0,седан,передний,электро,средний,быстро,нет
1,0,0,грузовик,задний,электро,низкий,медленно,1,1,0,грузовик,передний,дизель,средний,медленно,да
0,0,0,грузовик,передний,дизель,высокий,медленно,0,1,0,седан,задний,дизель,средний,быстро,нет
0,1,1,седан,полный,гибрид,высокий,нормально,1,1,0,хэтчбек,полный,дизель,низкий,медленно,нет
0,1,1,внедорожник,полный,гибрид,низкий,медленно,0,0,1,седан,передний,бензин,низкий,медленно,да
1,1,0,седан,передний,электро,средний,быстро,0,0,1,грузовик,полный,электро,низкий,быстро,нет
0,1,1,хэтчбек,передний,бензин,средний,нормально,0,0,1,грузовик,полный,электро,низкий,быстро,нет
1,0,1,хэтчбек,передний,электро,средний,медленно,0,1,0,хэтчбек,передний,дизель,низкий,быстро,нет
0,0,0,седан,полный,гибрид,средний,медленно,1,1,1,седан,полный,дизель,средний,нормально,нет
1,0,1,внедорожник,полный,дизель,высокий,быстро,1,0,1,седан,задний,дизель,высокий,медленно,да
1,1,1,внедорожник,задний,бензин,низкий,нормально,0,1,0,седан,задний,дизель,средний,быстро,нет
0,0,0,внедорожник,полный,гибрид,высокий,быстро,0,1,0,хэтчбек,передний,бензин,низкий,нормально,нет
1,1,1,внедорожник,задний,гибрид,низкий,быстро,1,0,1,седан,задний,дизель,высокий,медленно,нет
1,0,0,грузовик,задний,электро,средний,нормально,0,0,0,хэтчбек,передний,дизель,низкий,нормально,нет
0,0,0,седан,полный,электро,низкий,быстро,0,1,0,грузовик,передний,гибрид,высокий,медленно,нет
0,1,1,грузовик,полный,бензин,средний,быстро,0,1,0,хэтчбек,передний,электро,средний,нормально,нет
1,1,0,грузовик,передний,дизель,средний,медленно,0,0,1,седан,передний,бензин,низкий,медленно,нет
0,0,0,грузовик,передний,дизель,высокий,медленно,0,0,0,седан,полный,электро,низкий,быстро,нет
0,1,1,внедорожник,задний,бензин,высокий,быстро,0,1,1,хэтчбек,передний,бензин,средний,нормально,да
1,1,0,седан,передний,электро,средний,быстро,0,1,0,седан,задний,дизель,средний,быстро,да
0,0,0,грузовик,передний,дизель,высокий,медленно,0,1,1,грузовик,полный,бензин,средний,быстро,нет
1,0,0,седан,задний,дизель,низкий,нормально,1,1,0,хэтчбек,полный,дизель,низкий,медленно,да
0,0,1,хэтчбек,задний,дизель,низкий,медленно,0,1,1,хэтчбек,передний,бензин,средний,нормально,нет
0,1,1,седан,задний,дизель,средний,медленно,0,1,0,хэтчбек,передний,дизель,низкий,быстро,нет
0,1,1,внедорожник,полный,гибрид,низкий,медленно,0,1,0,хэтчбек,передний,дизель,низкий,быстро,нет
0,0,0,грузовик,передний,дизель,высокий,медленно,1,0,0,грузовик,задний,электро,средний,нормально,нет
0,1,1,грузовик,полный,бензин,средний,быстро,0,1,0,седан,задний,дизель,средний,быстро,да
1,0,0,седан,задний,гибрид,низкий,быстро,1,1,1,седан,передний,дизель,низкий,быстро,да
0,0,0,хэтчбек,передний,дизель,низкий,нормально,0,1,0,седан,задний,дизель,средний,быстро,нет
0,0,0,седан,передний,электро,средний,быстро,1,1,1,грузовик,передний,дизель,низкий,медленно,нет
0,0,0,седан,передний,электро,средний,быстро,0,0,0,седан,полный,электро,низкий,быстро,да
0,0,0,грузовик,передний,дизель,высокий,медленно,1,1,0,хэтчбек,полный,дизель,низкий,медленно,нет
0,0,1,хэтчбек,задний,дизель,низкий,медленно,1,1,1,грузовик,передний,дизель,низкий,медленно,да
1,0,0,седан,задний,гибрид,низкий,быстро,1,1,1,внедорожник,передний,бензин,низкий,нормально,нет
1,1,0,седан,передний,электро,средний,быстро,0,0,0,хэтчбек,передний,дизель,низкий,нормально,нет
1,0,0,хэтчбек,передний,электро,высокий,медленно,0,1,1,хэтчбек,передний,бензин,средний,нормально,нет
1,1,1,внедорожник,задний,гибрид,низкий,быстро,1,1,0,хэтчбек,полный,дизель,низкий,медленно,нет
1,1,0,седан,передний,электро,низкий,нормально,0,1,0,грузовик,передний,гибрид,высокий,медленно,нет
1,1,0,хэтчбек,полный,дизель,низкий,медленно,0,1,0,хэтчбек,передний,бензин,низкий,нормально,да
1,1,1,грузовик,полный,бензин,высокий,нормально,0,0,1,грузовик,полный,электро,низкий,быстро,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,0,1,хэтчбек,задний,дизель,низкий,медленно,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,1,1,0,седан,передний,электро,средний,быстро,нет
1,1,0,грузовик,передний,электро,низкий,быстро,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
0,0,0,седан,полный,электро,низкий,быстро,0,0,0,хэтчбек,передний,дизель,низкий,нормально,да
0,0,1,хэтчбек,задний,дизель,низкий,медленно,0,0,0,седан,полный,гибрид,средний,медленно,нет
1,1,0,грузовик,передний,электро,низкий,быстро,1,1,0,седан,передний,электро,средний,быстро,да
1,0,0,грузовик,задний,электро,средний,нормально,1,0,0,хэтчбек,передний,электро,высокий,медленно,да
1,1,0,грузовик,передний,дизель,средний,медленно,1,1,1,грузовик,полный,бензин,высокий,нормально,нет
0,0,0,грузовик,передний,дизель,средний,быстро,0,0,0,седан,передний,электро,средний,быстро,да
1,0,1,хэтчбек,передний,электро,средний,медленно,0,0,0,грузовик,передний,дизель,высокий,медленно,нет
0,0,0,хэтчбек,передний,дизель,низкий,нормально,0,1,1,хэтчбек,передний,бензин,средний,нормально,да
0,1,1,внедорожник,полный,гибрид,низкий,медленно,0,1,0,хэтчбек,передний,электро,средний,нормально,нет
1,0,1,хэтчбек,передний,электро,средний,медленно,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
1,0,0,грузовик,задний,электро,средний,нормально,1,1,1,седан,передний,дизель,низкий,быстро,нет
1,1,1,седан,полный,дизель,средний,нормально,0,1,0,седан,задний,дизель,средний,быстро,да
1,0,0,грузовик,передний,гибрид,низкий,нормально,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
1,1,1,седан,полный,дизель,средний,нормально,0,0,1,внедорожник,полный,гибрид,высокий,нормально,нет
1,0,0,грузовик,передний,гибрид,низкий,нормально,1,1,0,хэтчбек,полный,дизель,низкий,медленно,нет
1,0,1,хэтчбек,передний,электро,средний,медленно,1,1,1,внедорожник,задний,гибрид,низкий,быстро,нет
0,1,0,грузовик,передний,гибрид,высокий,медленно,0,0,1,грузовик,полный,электро,низкий,быстро,нет
1,0,0,грузовик,задний,электро,средний,нормально,1,1,1,внедорожник,задний,бензин,низкий,нормально,нет
1,1,1,грузовик,полный,бензин,высокий,нормально,1,1,1,грузовик,передний,дизель,низкий,медленно,да
0,1,1,седан,задний,дизель,средний,медленно,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,1,1,хэтчбек,передний,бензин,средний,нормально,да
0,1,1,седан,полный,гибрид,высокий,нормально,1,1,1,грузовик,полный,бензин,высокий,нормально,да
1,1,0,седан,передний,электро,низкий,нормально,1,1,1,грузовик,передний,дизель,низкий,медленно,да
1,0,0,грузовик,передний,гибрид,низкий,нормально,1,1,1,внедорожник,передний,бензин,низкий,нормально,да
0,1,0,хэтчбек,передний,электро,средний,нормально,0,1,0,грузовик,передний,гибрид,высокий,медленно,да
1,1,0,грузовик,передний,дизель,средний,медленно,1,1,1,внедорожник,задний,бензин,низкий,нормально,нет
0,1,1,седан,задний,дизель,средний,медленно,0,1,1,грузовик,полный,электро,средний,быстро,да
1,0,0,седан,задний,гибрид,низкий,быстро,0,0,0,седан,передний,электро,средний,быстро,да
1,1,1,внедорожник,задний,бензин,низкий,нормально,0,1,1,хэтчбек,передний,бензин,средний,нормально,да
1,0,0,хэтчбек,передний,электро,высокий,медленно,1,0,1,седан,задний,дизель,высокий,медленно,да
1,1,0,седан,передний,электро,низкий,нормально,1,1,1,грузовик,полный,бензин,высокий,нормально,нет
0,0,0,седан,полный,гибрид,средний,медленно,1,1,0,грузовик,передний,дизель,средний,медленно,нет
1,1,0,грузовик,передний,электро,низкий,быстро,0,1,0,седан,задний,дизель,средний,быстро,нет
1,0,0,седан,задний,дизель,низкий,нормально,1,1,1,грузовик,полный,бензин,высокий,нормально,нет
1,1,1,седан,полный,дизель,средний,нормально,0,0,1,грузовик,полный,электро,низкий,быстро,нет
1,0,1,внедорожник,полный,дизель,высокий,быстро,0,1,1,грузовик,полный,электро,средний,быстро,нет
1,0,0,грузовик,задний,электро,средний,нормально,0,0,1,седан,передний,бензин,низкий,медленно,нет
0,1,1,внедорожник,полный,гибрид,низкий,медленно,1,1,1,внедорожник,задний,бензин,низкий,нормально,да
0,0,1,хэтчбек,задний,дизель,низкий,медленно,1,1,0,седан,передний,электро,низкий,нормально,нет
0,0,0,седан,полный,электро,низкий,быстро,0,1,0,седан,задний,дизель,средний,быстро,да
1,0,0,грузовик,задний,электро,низкий,медленно,0,1,1,хэтчбек,передний,бензин,средний,нормально,нет
0,0,0,грузовик,передний,дизель,средний,быстро,1,1,1,внедорожник,задний,гибрид,низкий,быстро,нет
1,0,1,хэтчбек,передний,электро,средний,медленно,1,0,0,грузовик,задний,электро,средний,нормально,да
0,1,1,грузовик,полный,бензин,средний,быстро,1,1,1,седан,полный,дизель,средний,нормально,да
1,1,0,грузовик,передний,электро,низкий,быстро,1,1,1,внедорожник,задний,гибрид,низкий,быстро,да
1,0,0,седан,задний,гибрид,низкий,быстро,0,1,0,хэтчбек,передний,бензин,низкий,нормально,нет
1,0,0,грузовик,передний,гибрид,низкий,нормально,1,1,1,внедорожник,задний,гибрид,низкий,быстро,нет
1,1,0,седан,передний,электро,средний,быстро,0,0,1,внедорожник,полный,гибрид,высокий,нормально,нет
1,0,0,седан,задний,дизель,низкий,нормально,1,1,0,седан,передний,электро,низкий,нормально,да
0,0,0,седан,полный,гибрид,средний,медленно,0,0,0,седан,полный,электро,низкий,быстро,да
1,1,0,грузовик,передний,дизель,средний,медленно,1,1,1,седан,полный,дизель,средний,нормально,да
1,0,1,хэтчбек,передний,электро,средний,медленно,1,1,1,седан,полный,дизель,средний,нормально,нет
1,1,1,внедорожник,задний,гибрид,низкий,быстро,0,1,0,грузовик,передний,гибрид,высокий,медленно,нет
1,0,0,седан,задний,гибрид,низкий,быстро,0,0,1,грузовик,полный,электро,низкий,быстро,нет
0,0,1,грузовик,задний,электро,высокий,быстро,1,1,0,грузовик,передний,дизель,средний,медленно,нет
1,0,0,седан,задний,гибрид,низкий,быстро,1,0,0,грузовик,задний,электро,низкий,медленно,да
0,0,1,грузовик,задний,электро,высокий,быстро,0,1,1,грузовик,полный,бензин,средний,быстро,да
1,1,1,седан,полный,дизель,средний,нормально,1,1,1,внедорожник,задний,бензин,низкий,нормально,да
0,0,0,седан,передний,электро,средний,быстро,0,0,1,седан,передний,бензин,низкий,медленно,да
0,1,1,грузовик,полный,бензин,средний,быстро,1,1,1,внедорожник,задний,бензин,низкий,нормально,нет
1,1,0,седан,передний,электро,низкий,нормально,1,0,1,седан,задний,дизель,высокий,медленно,нет
1,1,0,грузовик,передний,электро,низкий,быстро,1,0,0,хэтчбек,передний,электро,высокий,медленно,да
1,1,0,седан,передний,электро,низкий,нормально,1,1,0,седан,передний,электро,средний,быстро,да
1,1,0,седан,передний,электро,низкий,нормально,1,1,1,внедорожник,задний,бензин,низкий,нормально,да
1,0,0,седан,задний,гибрид,низкий,быстро,0,0,0,грузовик,передний,дизель,средний,быстро,нет
1,0,1,хэтчбек,передний,электро,средний,медленно,1,1,1,грузовик,передний,дизель,низкий,медленно,да
0,1,1,седан,полный,гибрид,высокий,нормально,1,0,1,седан,задний,дизель,высокий,медленно,нет
1,0,1,хэтчбек,передний,электро,средний,медленно,0,1,1,грузовик,полный,электро,средний,быстро,нет
0,0,0,седан,полный,электро,низкий,быстро,0,0,1,грузовик,полный,электро,низкий,быстро,да
1,1,1,седан,передний,дизель,низкий,быстро,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
1,1,0,грузовик,передний,дизель,средний,медленно,1,0,0,хэтчбек,передний,электро,высокий,медленно,да
1,0,0,грузовик,задний,электро,низкий,медленно,1,0,0,хэтчбек,передний,электро,высокий,медленно,да
0,0,0,грузовик,передний,дизель,высокий,медленно,1,0,0,хэтчбек,передний,электро,высокий,медленно,да
0,1,0,хэтчбек,передний,дизель,низкий,быстро,1,1,0,седан,передний,электро,средний,быстро,да
0,1,1,внедорожник,полный,гибрид,низкий,медленно,0,0,0,грузовик,передний,дизель,высокий,медленно,нет
0,1,1,грузовик,полный,электро,средний,быстро,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
1,1,0,грузовик,передний,электро,низкий,быстро,1,1,0,хэтчбек,полный,дизель,низкий,медленно,да
0,1,1,седан,задний,дизель,средний,медленно,1,1,1,внедорожник,задний,гибрид,низкий,быстро,нет
1,1,1,внедорожник,задний,бензин,низкий,нормально,1,1,0,хэтчбек,полный,дизель,низкий,медленно,нет
1,0,0,седан,задний,гибрид,низкий,быстро,0,1,1,внедорожник,полный,гибрид,низкий,медленно,нет
1,1,0,седан,передний,электро,низкий,нормально,0,0,1,седан,передний,бензин,низкий,медленно,нет
0,1,1,грузовик,полный,электро,средний,быстро,1,0,0,хэтчбек,передний,электро,высокий,медленно,нет
0,0,1,грузовик,задний,электро,высокий,быстро,0,1,0,грузовик,передний,гибрид,высокий,медленно,нет
1,0,0,грузовик,задний,электро,средний,нормально,0,0,0,седан,полный,электро,низкий,быстро,нет
1,0,0,седан,задний,гибрид,низкий,быстро,0,0,1,грузовик,задний,электро,высокий,быстро,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,1,1,грузовик,полный,бензин,средний,быстро,нет
0,1,1,седан,задний,дизель,средний,медленно,0,0,0,седан,передний,электро,средний,быстро,нет
0,0,1,седан,передний,бензин,низкий,медленно,1,0,1,седан,задний,дизель,высокий,медленно,да
0,0,0,грузовик,передний,дизель,высокий,медленно,1,0,1,седан,задний,дизель,высокий,медленно,да
1,1,1,седан,полный,дизель,средний,нормально,1,0,0,хэтчбек,передний,электро,высокий,медленно,нет
0,1,0,хэтчбек,передний,дизель,низкий,быстро,0,0,0,седан,передний,электро,средний,быстро,да
1,0,0,грузовик,задний,электро,низкий,медленно,1,1,0,грузовик,передний,электро,низкий,быстро,да
1,0,0,седан,задний,гибрид,низкий,быстро,1,1,0,хэтчбек,полный,дизель,низкий,медленно,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
0,0,1,хэтчбек,задний,дизель,низкий,медленно,1,1,1,внедорожник,задний,гибрид,низкий,быстро,нет
1,0,1,внедорожник,полный,дизель,высокий,быстро,0,1,1,внедорожник,задний,бензин,высокий,быстро,да
1,1,1,седан,передний,дизель,низкий,быстро,0,0,0,седан,передний,электро,средний,быстро,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,1,1,грузовик,полный,электро,средний,быстро,нет
1,1,1,седан,передний,дизель,низкий,быстро,0,1,0,хэтчбек,передний,дизель,низкий,быстро,да
1,0,0,седан,задний,дизель,низкий,нормально,1,1,0,грузовик,передний,дизель,средний,медленно,нет
1,0,0,седан,задний,гибрид,низкий,быстро,1,0,1,хэтчбек,передний,электро,средний,медленно,нет
0,0,0,грузовик,передний,дизель,высокий,медленно,1,1,1,внедорожник,задний,гибрид,низкий,быстро,нет
1,1,1,внедорожник,передний,бензин,низкий,нормально,0,0,0,грузовик,передний,дизель,высокий,медленно,нет
1,0,0,седан,задний,гибрид,низкий,быстро,1,0,1,седан,задний,дизель,высокий,медленно,да
1,0,0,грузовик,передний,гибрид,низкий,нормально,0,0,1,грузовик,полный,электро,низкий,быстро,нет
1,0,0,седан,задний,дизель,низкий,нормально,0,0,1,грузовик,полный,электро,низкий,быстро,нет
1,0,0,грузовик,задний,электро,низкий,медленно,0,1,1,грузовик,полный,бензин,средний,быстро,нет
1,0,1,хэтчбек,передний,электро,средний,медленно,1,1,1,седан,передний,дизель,низкий,быстро,нет
1,0,1,внедорожник,полный,дизель,высокий,быстро,1,1,1,внедорожник,задний,бензин,низкий,нормально,нет
1,1,1,седан,передний,дизель,низкий,быстро,1,1,0,седан,передний,электро,низкий,нормально,да
1,0,0,седан,задний,гибрид,низкий,быстро,0,0,0,хэтчбек,передний,дизель,низкий,нормально,нет
1,0,0,грузовик,задний,электро,низкий,медленно,0,1,0,седан,задний,дизель,средний,быстро,нет
1,0,0,хэтчбек,передний,электро,высокий,медленно,1,1,0,хэтчбек,полный,дизель,низкий,медленно,да
0,1,1,седан,задний,дизель,средний,медленно,0,0,0,седан,полный,электро,низкий,быстро,нет
0,0,0,грузовик,передний,дизель,высокий,медленно,1,0,1,внедорожник,полный,дизель,высокий,быстро,нет
0,0,0,грузовик,передний,дизель,высокий,медленно,0,0,0,седан,полный,гибрид,средний,медленно,да
1,0,0,седан,задний,дизель,низкий,нормально,1,1,1,седан,передний,дизель,низкий,быстро,да
1,0,0,седан,задний,дизель,низкий,нормально,0,1,1,грузовик,полный,бензин,средний,быстро,нет
1,0,0,хэтчбек,передний,электро,высокий,медленно,0,0,0,хэтчбек,передний,дизель,низкий,нормально,да
0,1,1,грузовик,полный,электро,средний,быстро,0,1,0,хэтчбек,передний,электро,средний,нормально,да
1,0,1,внедорожник,полный,дизель,высокий,быстро,0,0,0,внедорожник,полный,гибрид,высокий,быстро,да
1,0,0,седан,задний,гибрид,низкий,быстро,1,0,0,хэтчбек,передний,электро,высокий,медленно,нет
1,0,0,грузовик,передний,гибрид,низкий,нормально,0,1,1,внедорожник,полный,гибрид,низкий,медленно,нет
0,0,1,седан,передний,бензин,низкий,медленно,0,0,0,внедорожник,полный,гибрид,высокий,быстро,нет
1,1,1,грузовик,полный,бензин,высокий,нормально,0,1,0,седан,задний,дизель,средний,быстро,нет
1,0,0,грузовик,задний,электро,низкий,медленно,0,0,0,хэтчбек,передний,дизель,низкий,нормально,нет
1,0,0,грузовик,передний,гибрид,низкий,нормально,1,1,0,грузовик,передний,дизель,средний,медленно,да
1,0,0,хэтчбек,передний,электро,высокий,медленно,0,1,0,седан,задний,дизель,средний,быстро,нет
0,1,1,седан,задний,дизель,средний,медленно,0,1,1,хэтчбек,передний,бензин,средний,нормально,да
1,1,1,седан,передний,дизель,низкий,быстро,0,0,0,седан,полный,гибрид,средний,медленно,нет
1,1,1,седан,передний,дизель,низкий,быстро,0,0,0,седан,полный,электро,низкий,быстро,нет
0,0,1,грузовик,задний,электро,высокий,быстро,1,1,0,грузовик,передний,электро,низкий,быстро,нет
0,1,1,седан,полный,гибрид,высокий,нормально,0,1,0,седан,задний,дизель,средний,быстро,нет
0,0,1,хэтчбек,задний,дизель,низкий,медленно,1,0,1,седан,задний,дизель,высокий,медленно,да
0,0,1,хэтчбек,задний,дизель,низкий,медленно,1,1,0,хэтчбек,полный,дизель,низкий,медленно,да
1,1,0,седан,передний,электро,низкий,нормально,1,1,0,хэтчбек,полный,дизель,низкий,медленно,да
1,1,1,грузовик,полный,бензин,высокий,нормально,0,0,1,седан,передний,бензин,низкий,медленно,нет
1,0,0,грузовик,задний,электро,низкий,медленно,0,0,1,внедорожник,полный,гибрид,высокий,нормально,нет
0,1,0,хэтчбек,передний,электро,средний,нормально,1,0,0,хэтчбек,передний,электро,высокий,медленно,да
